timestamp,channel,freq,type,subtype,src_mac,dst_mac,bssid,ssid,rssi,noise,antenna,data_rate,mcs,frame_len,sequence,retry,to_ds,from_ds,qos_tid
2026-02-11 21:18:38,2412,2412,0,8,0c:01:4b:43:62:e4,ff:ff:ff:ff:ff:ff,0c:01:4b:43:62:e4,MANB_2.4G,-52,,,1.0,,486,2026,False,False,False,
2026-02-11 21:18:38,2412,2412,2,0,90:d0:92:16:a8:e1,ff:ff:ff:ff:ff:ff,9a:c3:92:51:25:fe,,-83,,,1.0,,140,943,False,False,True,
2026-02-11 21:18:38,2412,2412,2,0,90:d0:92:16:a8:e1,01:00:5e:00:00:fb,9a:c3:92:51:25:fe,,-82,,,1.0,,180,944,False,False,True,
2026-02-11 21:18:38,2412,2412,0,8,fa:8f:ca:7f:c0:c0,ff:ff:ff:ff:ff:ff,fa:8f:ca:7f:c0:c0,Polk MagniFi MAX-9205.l003,-75,,,1.0,,212,2734,False,False,False,
2026-02-11 21:18:38,2412,2412,0,8,14:ca:56:fc:04:37,ff:ff:ff:ff:ff:ff,14:ca:56:fc:04:37,Slaydude_tgtwifi_2.4G,-40,,,1.0,,496,2557,False,False,False,
2026-02-11 21:18:38,2412,2412,0,13,90:d0:92:16:a8:e1,de:2a:ad:8a:96:a1,90:d0:92:16:a8:e1,,-84,,,1.0,,87,948,True,False,False,
2026-02-11 21:18:38,2412,2412,0,13,90:d0:92:16:a8:e1,de:2a:ad:8a:96:a1,90:d0:92:16:a8:e1,,-83,,,1.0,,87,949,False,False,False,
2026-02-11 21:18:38,2412,2412,0,13,90:d0:92:16:a8:e1,de:2a:ad:8a:96:a1,90:d0:92:16:a8:e1,,-83,,,1.0,,87,949,True,False,False,
2026-02-11 21:18:38,2412,2412,1,11,e8:48:b8:da:b9:e7,d6:06:3a:9e:95:40,,,-83,,,1.0,,58,,False,False,False,
2026-02-11 21:18:38,2412,2412,0,8,0c:01:4b:43:62:e4,ff:ff:ff:ff:ff:ff,0c:01:4b:43:62:e4,MANB_2.4G,-54,,,1.0,,486,2028,False,False,False,
